Date,Time,altimeter_set_1,wind_gust_set_1,pressure_change_code_set_1,cloud_layer_3_code_set_1,sea_level_pressure_set_1,sea_level_pressure_set_1d,peak_wind_speed_set_1,cloud_layer_1_code_set_1,air_temp_low_6_hour_set_1,air_temp_high_24_hour_set_1,precip_accum_one_hour_set_1,peak_wind_direction_set_1,pressure_tendency_set_1,ceiling_set_1,cloud_layer_2_code_set_1,relative_humidity_set_1,wind_speed_set_1,precip_accum_24_hour_set_1,precip_accum_three_hour_set_1,air_temp_set_1,air_temp_high_6_hour_set_1,date_time,dew_point_temperature_set_1d,visibility_set_1,dew_point_temperature_set_1,air_temp_low_24_hour_set_1,precip_accum_six_hour_set_1,weather_cond_code_set_1,wind_direction_set_1
11/30/15,05:53PM,102167.3,null,null,2003,102150,102165.87,null,806,46.04,null,null,null,2,6096,1602,17.06,5.75,null,null,60.8,60.98,11/30/15-05:53PM,15.67,10,15.8,null,null,null,120
11/30/15,04:53PM,102167.3,null,null,2003,102170,102169.07,null,806,null,null,null,null,null,6096,1602,19.4,9.22,null,null,57.2,null,11/30/15-04:53PM,15.64,10,15.8,null,null,null,40
11/30/15,03:53PM,102201.16,null,null,2003,102180,102207.81,null,806,null,null,null,null,null,6096,1602,25.53,0,null,null,51.8,null,11/30/15-03:53PM,17.37,10,17.6,null,null,null,0
11/30/15,02:53PM,102167.3,null,null,2002,102140,102177.27,null,806,null,null,null,null,4,null,1602,29.19,0,null,null,48.2,null,11/30/15-02:53PM,17.37,10,17.6,null,null,null,0
11/30/15,01:53PM,102167.3,null,null,null,102130,102175.6,null,2006,null,null,null,null,null,null,null,25.24,3.44,null,null,50,null,11/30/15-01:53PM,15.57,10,15.8,null,null,null,30
11/30/15,12:53PM,102099.57,null,null,null,102090,102109.53,null,1,null,null,null,null,null,null,null,29.19,8.05,null,null,48.2,null,11/30/15-12:53PM,17.37,10,17.6,null,null,null,40
11/30/15,11:53AM,102133.43,null,null,null,102090,102145.07,null,1,44.96,null,null,null,5000,null,null,33.75,5.75,null,null,46.4,55.94,11/30/15-11:53AM,19.17,10,19.4,null,null,null,50
11/30/15,10:53AM,102099.57,null,null,null,102080,102107.86,null,1,null,null,null,null,null,null,null,27.29,0,null,null,50,null,11/30/15-10:53AM,17.37,10,17.6,null,null,null,0
11/30/15,09:53AM,102099.57,null,null,null,102070,102107.86,null,1,null,null,null,null,null,null,null,31.84,0,null,null,50,null,11/30/15-09:53AM,20.97,10,21.2,null,null,null,0
11/30/15,08:53AM,102099.57,null,null,null,102080,102106.21,null,1,null,null,null,null,8003,null,null,27.59,5.75,null,null,51.8,null,11/30/15-08:53AM,19.18,10,19.4,null,null,null,40
11/30/15,07:53AM,102133.43,null,null,null,102130,102138.44,null,1,null,68,null,null,null,null,null,23.9,6.91,null,null,53.6,null,11/30/15-07:53AM,17.38,10,17.6,50,null,null,30
11/30/15,06:53AM,102167.3,null,null,null,102160,102172.31,null,1,null,null,null,null,null,null,null,23.9,6.91,null,null,53.6,null,11/30/15-06:53AM,17.38,10,17.6,null,null,null,40
11/30/15,05:53AM,102133.43,null,null,null,102120,102136.81,null,1,55.94,null,null,null,3010,null,null,24.18,6.91,null,null,55.4,62.06,11/30/15-05:53AM,19.2,10,19.4,null,null,null,350
11/30/15,04:53AM,102099.57,null,null,null,102080,102101.33,null,1,null,null,null,null,null,null,null,19.4,6.91,null,null,57.2,null,11/30/15-04:53AM,15.64,10,15.8,null,null,null,340
11/30/15,03:53AM,102031.84,null,null,null,102020,102030.4,null,1,null,null,null,null,null,null,null,36.18,10.36,null,null,60.8,null,11/30/15-03:53AM,33.66,10,33.8,null,null,null,290
11/30/15,02:53AM,102031.84,null,null,null,102010,102031.99,null,1,null,null,null,null,3012,null,null,41.44,11.5,null,null,59,null,11/30/15-02:53AM,35.44,10,35.6,null,null,null,270
11/30/15,01:53AM,101964.11,null,null,null,101960,101962.67,null,1,null,null,null,null,null,null,null,38.87,10.36,null,null,60.8,null,11/30/15-01:53AM,35.46,10,35.6,null,null,null,250
11/30/15,12:53AM,101930.25,null,null,null,101910,101928.8,null,1,null,null,null,null,null,null,null,38.87,9.22,null,null,60.8,null,11/30/15-12:53AM,35.46,10,35.6,null,null,null,260
11/29/15,11:53PM,101896.38,null,null,null,101890,101893.36,null,1,62.06,null,null,null,5000,null,null,36.47,12.66,null,null,62.6,68,11/29/15-11:53PM,35.46,10,35.6,null,null,null,260
11/29/15,10:53PM,101896.38,null,null,null,101890,101891.8,null,1,null,null,null,null,null,null,null,23.78,10.36,null,null,64.4,null,11/29/15-10:53PM,26.47,10,26.6,null,null,null,250
11/29/15,09:53PM,101896.38,null,null,null,101880,101890.24,null,1,null,null,null,null,null,null,null,17.81,6.91,null,null,66.2,null,11/29/15-09:53PM,21.11,10,21.2,null,null,null,250
11/29/15,08:53PM,101896.38,null,null,null,101890,101890.25,null,1,null,null,null,null,8020,null,null,15.26,3.44,null,null,66.2,null,11/29/15-08:53PM,17.53,10,17.6,null,null,null,null
11/29/15,07:53PM,101964.11,null,null,null,101960,101959.53,null,1,null,null,null,null,null,null,null,16.25,0,null,null,64.4,null,11/29/15-07:53PM,17.51,10,17.6,null,null,null,0
11/29/15,06:53PM,102065.7,null,null,null,102060,102062.68,null,1,null,null,null,null,null,null,null,17.31,5.75,null,null,62.6,null,11/29/15-06:53PM,17.49,10,17.6,null,null,null,60
11/29/15,05:53PM,102099.57,null,null,null,102100,102096.55,null,1,50,null,null,null,1012,null,null,17.31,9.22,null,null,62.6,62.06,11/29/15-05:53PM,17.49,10,17.6,null,null,null,40
11/29/15,04:53PM,102099.57,null,null,null,102080,102099.73,null,1206,null,null,null,null,null,null,null,21.24,5.75,null,null,59,null,11/29/15-04:53PM,19.22,10,19.4,null,null,null,null
11/29/15,03:53PM,102031.84,null,null,null,102010,102035.22,null,1206,null,null,null,null,null,null,null,26.11,5.75,null,null,55.4,null,11/29/15-03:53PM,21,10,21.2,null,null,null,10
11/29/15,02:53PM,101997.98,null,null,null,101980,102002.98,null,1506,null,null,null,null,3012,null,null,27.88,3.44,null,null,53.6,null,11/29/15-02:53PM,20.98,10,21.2,null,null,null,40
11/29/15,01:53PM,101930.25,null,null,null,101910,101935.24,null,1503,null,null,null,null,null,4572,null,25.82,0,null,null,53.6,null,11/29/15-01:53PM,19.18,10,19.4,null,null,null,0
11/29/15,12:53PM,101862.52,null,null,null,101850,101867.51,null,1503,null,null,null,null,null,4572,null,25.82,5.75,null,null,53.6,null,11/29/15-12:53PM,19.18,10,19.4,null,null,null,30
11/29/15,11:53AM,101862.52,null,null,null,101860,101867.51,null,1503,53.06,null,null,null,5002,4572,null,30.09,5.75,null,null,53.6,57.02,11/29/15-11:53AM,22.78,10,23,null,null,null,10
11/29/15,10:53AM,101862.52,null,null,null,101850,101867.51,null,1503,null,null,null,null,null,4572,null,30.09,6.91,null,null,53.6,null,11/29/15-10:53AM,22.78,10,23,null,null,null,40
11/29/15,09:53AM,101896.38,null,null,null,101870,101901.38,null,1403,null,null,null,null,null,4267.2,null,32.45,8.05,null,null,53.6,null,11/29/15-09:53AM,24.58,10,24.8,null,null,null,40
11/29/15,08:53AM,101896.38,null,null,null,101880,101899.75,null,1403,null,null,null,null,1008,4267.2,null,30.39,5.75,null,null,55.4,null,11/29/15-08:53AM,24.6,10,24.8,null,null,null,null
11/29/15,07:53AM,101862.52,null,null,null,101850,101864.28,null,1503,null,66.02,null,null,null,4572,null,30.69,4.61,null,null,57.2,null,11/29/15-07:53AM,26.42,10,26.6,46.04,null,null,10
11/29/15,06:53AM,101862.52,null,null,null,101850,101865.89,null,1503,null,null,null,null,null,4572,null,32.75,0,null,null,55.4,null,11/29/15-06:53AM,26.4,10,26.6,null,null,null,0
11/29/15,05:53AM,101828.66,null,null,null,101800,101832.03,null,1503,55.04,null,null,null,1009,4572,null,30.39,3.44,null,null,55.4,62.06,11/29/15-05:53AM,24.6,10,24.8,null,null,null,60
11/29/15,04:53AM,101794.79,null,null,null,101780,101796.54,null,1502,null,null,null,null,null,null,null,24.47,0,null,null,57.2,null,11/29/15-04:53AM,21.02,10,21.2,null,null,null,0
11/29/15,03:53AM,101760.93,null,null,null,101730,101761.09,null,1502,null,null,null,null,null,null,null,22.94,5.75,null,null,59,null,11/29/15-03:53AM,21.02,10,21.2,null,null,null,350
11/29/15,02:53AM,101727.07,null,null,null,101700,101725.64,null,556,null,null,null,null,1006,null,1502,19.93,3.44,null,null,60.8,null,11/29/15-02:53AM,19.26,10,19.4,null,null,null,350
11/29/15,01:53AM,101693.2,null,null,null,101690,101691.76,null,506,null,null,null,null,null,null,1502,29.06,6.91,null,null,60.8,null,11/29/15-01:53AM,28.24,10,28.4,null,null,null,270
11/29/15,12:53AM,101693.2,null,null,null,101680,101691.76,null,706,null,null,null,null,null,null,1502,31.28,8.05,null,null,60.8,null,11/29/15-12:53AM,30.04,10,30.2,null,null,null,230
11/28/15,11:53PM,101659.34,null,null,null,101640,101656.33,null,806,59,null,null,null,5008,null,1502,29.36,10.36,null,null,62.6,66.02,11/28/15-11:53PM,30.06,10,30.2,null,null,null,220
11/28/15,10:53PM,101625.47,null,null,null,101630,101620.9,null,806,null,null,null,null,null,null,2002,18.96,3.44,null,null,64.4,null,11/28/15-10:53PM,21.09,10,21.2,null,null,null,null
11/28/15,09:53PM,101693.2,null,null,null,101680,101688.62,null,856,null,null,null,null,null,null,2002,22.06,5.75,null,null,64.4,null,11/28/15-09:53PM,24.67,10,24.8,null,null,null,280
11/28/15,08:53PM,101727.07,null,null,null,101720,101722.5,null,856,null,null,null,null,8022,null,2002,18.96,0,null,null,64.4,null,11/28/15-08:53PM,21.09,10,21.2,null,null,null,0
11/28/15,07:53PM,101794.79,null,null,null,101800,101790.21,null,856,null,null,null,null,null,null,2002,20.46,8.05,null,null,64.4,null,11/28/15-07:53PM,22.89,10,23,null,null,null,60
11/28/15,06:53PM,101930.25,null,null,2002,101910,101927.23,null,206,null,null,null,null,null,null,852,23.5,4.61,null,null,62.6,null,11/28/15-06:53PM,24.66,10,24.8,null,null,null,null
11/28/15,05:53PM,101964.11,null,null,null,101940,101964.26,null,556,48.02,null,null,null,8,null,852,26.7,3.44,null,null,59,59,11/28/15-05:53PM,24.62,10,24.8,null,null,null,null
11/28/15,04:53PM,101964.11,null,null,null,101950,101967.48,null,556,null,null,null,null,null,null,852,30.39,6.91,null,null,55.4,null,11/28/15-04:53PM,24.6,10,24.8,null,null,null,20
11/28/15,03:53PM,101930.25,null,null,null,101910,101935.24,null,306,null,null,null,null,null,null,552,37.66,5.75,null,null,53.6,null,11/28/15-03:53PM,28.2,10,28.4,null,null,null,null
11/28/15,02:53PM,101896.38,null,null,null,101880,101906.31,null,556,null,null,null,null,3009,null,null,57.25,3.44,null,null,48.2,null,11/28/15-02:53PM,33.64,10,33.8,null,null,null,30
11/28/15,01:53PM,101828.66,null,null,null,101800,101835.28,null,306,null,null,null,null,null,null,null,53.81,4.61,null,null,51.8,null,11/28/15-01:53PM,35.44,10,35.6,null,null,null,null
11/28/15,12:53PM,101794.79,null,null,null,101760,101804.7,null,1,null,null,null,null,null,null,null,61.51,3.44,null,null,48.2,null,11/28/15-12:53PM,35.46,10,35.6,null,null,null,60
11/28/15,11:53AM,101794.79,null,null,null,101780,101804.7,null,1,46.04,null,null,null,1001,null,null,66.05,3.44,null,null,48.2,55.04,11/28/15-11:53AM,37.27,10,37.4,null,null,null,40
11/28/15,10:53AM,101794.79,null,null,null,101770,101803.05,null,1,null,null,null,null,null,null,null,61.76,0,null,null,50,null,11/28/15-10:53AM,37.27,10,37.4,null,null,null,0
11/28/15,09:53AM,101794.79,null,null,null,101780,101801.4,null,1,null,null,null,null,null,null,null,57.78,3.44,null,null,51.8,null,11/28/15-09:53AM,37.26,10,37.4,null,null,null,70
11/28/15,08:53AM,101794.79,null,null,null,101770,101803.04,null,1,null,null,null,null,3003,null,null,66.27,3.44,null,null,50,null,11/28/15-08:53AM,39.07,10,39.2,null,null,null,90
11/28/15,07:53AM,101760.93,null,null,null,101750,101765.91,null,256,null,64.94,null,null,null,null,null,62.24,4.61,null,null,53.6,null,11/28/15-07:53AM,40.87,10,41,48.92,null,null,null
11/28/15,06:53AM,101760.93,null,null,null,101740,101767.54,null,1,null,null,null,null,null,null,null,66.49,6.91,null,null,51.8,null,11/28/15-06:53AM,40.89,10,41,null,null,null,100
11/28/15,05:53AM,101760.93,null,null,null,101740,101765.92,null,1,53.96,null,null,null,2008,null,null,46.88,4.61,null,null,53.6,60.08,11/28/15-05:53AM,33.62,10,33.8,null,null,null,60
11/28/15,04:53AM,101727.07,null,null,null,101700,101728.82,null,1,null,null,null,null,null,null,null,41.14,4.61,null,null,57.2,null,11/28/15-04:53AM,33.64,10,33.8,null,null,null,350
11/28/15,03:53AM,101693.2,null,null,null,101690,101694.94,null,456,null,null,null,null,null,null,null,47.46,5.75,null,null,57.2,null,11/28/15-03:53AM,37.26,10,37.4,null,null,null,330
11/28/15,02:53AM,101659.34,null,null,null,101650,101659.48,null,506,null,null,null,null,1012,null,null,44.49,11.5,null,null,59,null,11/28/15-02:53AM,37.26,10,37.4,null,null,null,280
11/28/15,01:53AM,101625.47,null,null,null,101620,101625.62,null,406,null,null,null,null,null,null,1202,44.49,13.8,null,null,59,null,11/28/15-01:53AM,37.26,10,37.4,null,null,null,270
11/28/15,12:53AM,101591.61,null,null,1502,101580,101591.76,null,116,null,null,null,null,null,null,452,44.49,12.66,null,null,59,null,11/28/15-12:53AM,37.26,10,37.4,null,null,null,270
11/27/15,11:53PM,101557.75,null,null,522,101540,101556.31,null,126,55.94,null,null,null,5003,null,382,38.87,11.5,null,null,60.8,64.94,11/27/15-11:53PM,35.46,10,35.6,null,null,null,290
11/27/15,10:53PM,101523.88,null,null,752,101520,101520.87,null,106,null,null,null,null,null,null,452,33.95,10.36,null,null,62.6,null,11/27/15-10:53PM,33.66,10,33.8,null,null,null,280
11/27/15,09:53PM,101523.88,null,null,1602,101510,101520.87,null,106,null,null,null,null,null,null,452,27.28,3.44,null,null,62.6,null,11/27/15-09:53PM,28.26,10,28.4,null,null,null,190
11/27/15,08:53PM,101591.61,null,null,1602,101570,101588.6,null,186,null,null,null,null,6015,null,452,29.36,5.75,null,null,62.6,null,11/27/15-08:53PM,30.06,10,30.2,null,null,null,null
11/27/15,07:53PM,101625.47,null,null,1602,101600,101622.46,null,476,null,null,null,null,null,null,902,31.58,3.44,null,null,62.6,null,11/27/15-07:53PM,31.86,10,32,null,null,null,50
11/27/15,06:53PM,101693.2,null,null,1602,101680,101693.35,null,456,null,null,null,null,null,null,802,41.44,3.44,null,null,59,null,11/27/15-06:53PM,35.44,10,35.6,null,null,null,null
11/27/15,05:53PM,101727.07,null,null,1502,101720,101730.43,null,456,48.92,null,null,null,1012,null,802,54.35,3.44,null,null,55.4,55.94,11/27/15-05:53PM,39.06,10,39.2,null,null,null,160
11/27/15,04:53PM,101727.07,null,null,1502,101710,101730.42,null,606,null,null,null,null,null,null,802,58.29,4.61,null,null,55.4,null,11/27/15-04:53PM,40.87,10,41,null,null,null,130
11/27/15,03:53PM,101659.34,null,null,1402,101650,101665.94,null,606,null,null,null,null,null,null,802,71.27,5.75,null,null,51.8,null,11/27/15-03:53PM,42.71,10,42.8,null,null,null,80
11/27/15,02:53PM,101625.47,null,null,1403,101610,101633.72,null,606,null,null,null,null,3007,4267.2,802,71.08,5.75,null,null,50,null,11/27/15-02:53PM,40.91,10,41,null,null,null,90
11/27/15,01:53PM,101557.75,null,null,1503,101550,101565.99,null,556,null,null,null,null,null,4572,752,66.27,4.61,null,null,50,null,11/27/15-01:53PM,39.07,10,39.2,null,null,null,120
11/27/15,12:53PM,101557.75,null,null,null,101540,101564.35,null,753,null,null,null,null,null,2286,null,66.49,3.44,null,null,51.8,null,11/27/15-12:53PM,40.89,10,41,null,null,null,160
11/27/15,11:53AM,101557.75,null,null,null,101530,101562.71,null,753,51.08,null,null,null,5001,2286,null,66.71,5.75,null,null,53.6,55.04,11/27/15-11:53AM,42.69,10,42.8,null,null,null,50
11/27/15,10:53AM,101557.75,null,null,null,101520,101564.34,null,756,null,null,null,null,null,null,null,71.27,5.75,null,null,51.8,null,11/27/15-10:53AM,42.71,10,42.8,null,null,null,100
11/27/15,09:53AM,101557.75,null,null,null,101530,101564.34,null,1004,null,null,null,null,null,3048,null,71.27,3.44,null,null,51.8,null,11/27/15-09:53AM,42.71,10,42.8,null,null,null,100
11/27/15,08:53AM,101557.75,null,null,null,101530,101562.72,null,802,null,null,null,null,8002,null,null,62.24,6.91,null,null,53.6,null,11/27/15-08:53AM,40.87,10,41,null,null,null,50
11/27/15,07:53AM,101557.75,null,null,null,101550,101562.72,null,602,null,64.04,null,null,null,null,null,62.24,5.75,null,null,53.6,null,11/27/15-07:53AM,40.87,10,41,48.02,null,null,80
11/27/15,06:53AM,101591.61,null,null,null,101570,101596.58,null,602,null,null,null,null,null,null,null,62.24,4.61,null,null,53.6,null,11/27/15-06:53AM,40.87,10,41,null,null,null,110
11/27/15,05:53AM,101591.61,null,null,null,101550,101596.58,null,602,51.98,null,null,null,1007,null,null,58.03,4.61,null,null,53.6,59,11/27/15-05:53AM,39.06,10,39.2,null,null,null,70
11/27/15,04:53AM,101557.75,null,null,null,101540,101562.72,null,206,null,null,null,null,null,null,702,62.24,3.44,null,null,53.6,null,11/27/15-04:53AM,40.87,10,41,null,null,null,70
11/27/15,03:53AM,101523.88,null,null,null,101520,101527.22,null,206,null,null,null,null,null,null,702,58.29,3.44,null,null,55.4,null,11/27/15-03:53AM,40.87,10,41,null,null,null,130
11/27/15,02:53AM,101490.02,null,null,null,101500,101491.76,null,156,null,null,null,null,4,null,602,54.62,0,null,null,57.2,null,11/27/15-02:53AM,40.87,10,41,null,null,null,0
11/27/15,01:53AM,101523.88,null,null,null,101510,101525.62,null,156,null,null,null,null,null,null,602,50.93,3.44,null,null,57.2,null,11/27/15-01:53AM,39.06,10,39.2,null,null,null,250
11/27/15,12:53AM,101456.15,null,null,null,101460,101457.89,null,406,null,null,null,null,null,null,602,54.62,6.91,null,null,57.2,null,11/27/15-12:53AM,40.87,10,41,null,null,null,260
11/26/15,11:53PM,101456.15,null,null,null,101440,101456.3,null,406,57.92,null,null,null,5002,null,null,47.75,10.36,null,null,59,64.04,11/26/15-11:53PM,39.06,10,39.2,null,null,null,250
11/26/15,10:53PM,101456.15,null,null,null,101430,101456.3,null,406,null,null,null,null,null,null,602,47.75,6.91,null,null,59,null,11/26/15-10:53PM,39.06,10,39.2,null,null,null,240
11/26/15,09:53PM,101456.15,20.71,null,null,101450,101454.71,null,502,null,null,null,null,null,null,null,51.48,12.66,null,null,60.8,null,11/26/15-09:53PM,42.67,10,42.8,null,null,null,240
11/26/15,08:53PM,101456.15,null,null,null,101460,101454.71,null,502,null,null,null,null,8017,null,null,44.78,10.36,null,null,60.8,null,11/26/15-08:53PM,39.06,10,39.2,null,null,null,220
11/26/15,07:53PM,101490.02,null,null,null,101490,101487.01,null,452,null,null,null,null,null,null,null,42.03,5.75,null,null,62.6,null,11/26/15-07:53PM,39.07,10,39.2,null,null,null,110
11/26/15,06:53PM,101625.47,null,null,null,101600,101625.62,null,402,null,null,null,null,null,null,null,51.21,6.91,null,null,59,null,11/26/15-06:53PM,40.87,10,41,null,null,null,null
11/26/15,05:53PM,101659.34,null,null,null,101630,101659.48,null,306,48.02,null,null,null,9,null,null,47.75,5.75,null,null,59,59,11/26/15-05:53PM,39.06,10,39.2,null,null,null,130
11/26/15,04:53PM,101659.34,null,null,null,101640,101661.08,null,352,null,null,null,null,null,null,null,50.93,3.44,null,null,57.2,null,11/26/15-04:53PM,39.06,10,39.2,null,null,null,null
11/26/15,03:53PM,101625.47,null,null,null,101590,101630.44,null,352,null,null,null,null,null,null,null,58.03,4.61,null,null,53.6,null,11/26/15-03:53PM,39.06,10,39.2,null,null,null,40
11/26/15,02:53PM,101557.75,null,null,null,101550,101565.99,null,156,null,null,null,null,3007,null,352,66.27,3.44,null,null,50,null,11/26/15-02:53PM,39.07,10,39.2,null,null,null,60
11/26/15,01:53PM,101523.88,null,null,null,101490,101530.47,null,126,null,null,null,null,null,null,402,62,4.61,null,null,51.8,null,11/26/15-01:53PM,39.07,10,39.2,null,null,null,50
11/26/15,12:53PM,101523.88,null,null,null,101490,101533.77,null,406,null,null,null,null,null,null,902,70.88,0,null,null,48.2,null,11/26/15-12:53PM,39.09,10,39.2,null,null,null,0
11/26/15,11:53AM,101490.02,null,null,null,101470,101498.26,null,406,48.92,null,null,null,3007,null,null,71.08,3.44,null,null,50,55.04,11/26/15-11:53AM,40.91,10,41,null,null,null,50
11/26/15,10:53AM,101456.15,null,null,null,101440,101462.74,null,406,null,null,null,null,null,null,null,66.49,3.44,null,null,51.8,null,11/26/15-10:53AM,40.89,10,41,null,null,null,60
11/26/15,09:53AM,101456.15,null,null,null,101430,101462.74,null,406,null,null,null,null,null,null,null,62,0,null,null,51.8,null,11/26/15-09:53AM,39.07,10,39.2,null,null,null,0
11/26/15,08:53AM,101422.29,null,null,null,101400,101428.88,null,406,null,null,null,null,3,null,null,66.49,3.44,null,null,51.8,null,11/26/15-08:53AM,40.89,10,41,null,null,null,null
11/26/15,07:53AM,101422.29,null,null,null,101400,101427.25,null,406,null,62.06,null,null,null,null,null,62.24,5.75,null,null,53.6,null,11/26/15-07:53AM,40.87,10,41,51.98,null,null,null
11/26/15,06:53AM,101388.43,null,null,null,101380,101393.39,null,406,null,null,null,null,null,null,null,58.03,4.61,null,null,53.6,null,11/26/15-06:53AM,39.06,10,39.2,null,null,null,null
11/26/15,05:53AM,101388.43,null,null,null,101360,101391.77,null,386,53.96,null,null,null,1009,null,null,54.35,5.75,null,null,55.4,59,11/26/15-05:53AM,39.06,10,39.2,null,null,null,20
11/26/15,04:53AM,101354.56,null,null,null,101340,101357.9,null,386,null,null,null,null,null,null,null,58.29,4.61,null,null,55.4,null,11/26/15-04:53AM,40.87,10,41,null,null,null,330
11/26/15,03:53AM,101320.7,null,null,null,101310,101322.44,null,386,null,null,null,null,null,null,null,58.55,13.8,null,null,57.2,null,11/26/15-03:53AM,42.69,10,42.8,null,null,null,270
11/26/15,02:53AM,101286.84,null,null,null,101280,101288.57,null,386,null,null,null,null,3007,null,null,54.62,13.8,null,null,57.2,null,11/26/15-02:53AM,40.87,10,41,null,null,null,270
11/26/15,01:53AM,101252.97,null,null,null,101250,101254.7,null,386,null,null,null,null,null,null,null,58.55,17.27,null,null,57.2,null,11/26/15-01:53AM,42.69,10,42.8,null,null,null,270
11/26/15,12:53AM,101219.11,null,null,null,101220,101220.85,null,506,null,null,null,null,null,null,null,54.62,17.27,null,null,57.2,null,11/26/15-12:53AM,40.87,10,41,null,null,null,260
11/25/15,11:53PM,101219.11,null,null,null,101200,101219.26,null,506,59,null,null,null,3001,null,null,51.21,18.41,null,null,59,62.06,11/25/15-11:53PM,40.87,10,41,null,null,null,260
11/25/15,10:53PM,101219.11,null,null,null,101190,101217.68,null,406,null,null,null,null,null,null,802,51.48,23.02,null,null,60.8,null,11/25/15-10:53PM,42.67,10,42.8,null,null,null,270
11/25/15,09:53PM,101185.24,null,null,802,101180,101183.81,31.07,206,null,null,null,270,null,null,402,44.78,23.02,null,null,60.8,null,11/25/15-09:53PM,39.06,10,39.2,null,null,null,270
11/25/15,08:53PM,101219.11,28.77,null,null,101200,101217.68,null,196,null,null,null,null,6014,null,472,48.03,25.32,null,null,60.8,null,11/25/15-08:53PM,40.87,10,41,null,null,null,260
11/25/15,07:53PM,101219.11,null,null,null,101220,101217.68,null,186,null,null,null,null,null,null,452,44.78,24.16,null,null,60.8,null,11/25/15-07:53PM,39.06,10,39.2,null,null,null,260
11/25/15,06:53PM,101286.84,null,null,null,101270,101285.4,null,186,null,null,null,null,null,null,602,44.78,21.85,null,null,60.8,null,11/25/15-06:53PM,39.06,10,39.2,null,null,null,270
11/25/15,05:53PM,101354.56,26.46,null,null,101330,101353.13,null,176,53.06,null,null,null,1015,null,602,48.03,18.41,null,null,60.8,60.08,11/25/15-05:53PM,40.87,10,41,null,null,null,270
11/25/15,04:53PM,101320.7,23.02,null,null,101310,101320.85,null,146,null,null,null,null,null,null,602,44.49,18.41,null,null,59,null,11/25/15-04:53PM,37.26,10,37.4,null,null,null,290
11/25/15,03:53PM,101286.84,null,null,null,101270,101290.18,null,126,null,null,null,null,null,null,602,54.35,5.75,null,null,55.4,null,11/25/15-03:53PM,39.06,10,39.2,null,null,null,330
11/25/15,02:53PM,101219.11,null,null,1402,101180,101224.07,null,176,null,null,null,null,3014,null,602,58.03,6.91,null,null,53.6,null,11/25/15-02:53PM,39.06,10,39.2,null,null,null,320
11/25/15,01:53PM,101117.52,null,null,2202,101110,101122.46,null,286,null,null,null,null,null,null,602,62.24,5.75,null,null,53.6,null,11/25/15-01:53PM,40.87,10,41,null,null,null,300
11/25/15,12:53PM,101083.65,null,null,602,101060,101088.6,null,226,null,null,null,null,null,null,402,62.24,6.91,null,null,53.6,null,11/25/15-12:53PM,40.87,10,41,null,null,null,320
11/25/15,11:53AM,101049.79,null,null,602,101040,101053.12,null,226,55.04,null,null,null,8006,null,402,62.48,8.05,0.508,null,55.4,60.98,11/25/15-11:53AM,42.69,10,42.8,null,0.508,null,310
11/25/15,10:53AM,101083.65,26.46,null,602,101080,101086.98,null,206,null,null,null,null,null,null,332,62.48,20.71,null,null,55.4,null,11/25/15-10:53AM,42.69,10,42.8,null,null,null,270
11/25/15,09:53AM,101117.52,25.32,null,603,101080,101119.25,29.93,186,null,null,null,270,null,1828.8,402,62.72,19.57,null,null,57.2,null,11/25/15-09:53AM,44.49,10,44.6,null,null,null,280
11/25/15,09:15AM,101083.65,null,null,503,null,101083.79,null,182,null,null,null,null,null,1158.24,383,72.04,24.16,null,null,59,null,11/25/15-09:15AM,49.93,10,50,null,null,null,270
11/25/15,08:53AM,101117.52,null,null,503,101100,101117.65,null,106,null,null,0,null,8012,548.64,183,72.04,21.85,null,0.508,59,null,11/25/15-08:53AM,49.93,10,50,null,null,null,260
11/25/15,07:53AM,101185.24,null,null,404,101170,101185.37,null,102,null,66.02,0.508,null,null,487.68,163,87.85,13.8,null,null,59,null,11/25/15-07:53AM,55.36,7,55.4,55.04,null,13,280
11/25/15,06:53AM,101252.97,null,null,403,101220,101251.52,null,202,null,null,0,null,null,762,253,77.17,13.8,null,null,60.8,null,11/25/15-06:53AM,53.55,10,53.6,null,null,null,250
11/25/15,05:53AM,101252.97,null,null,344,101220,101251.52,null,206,60.08,null,0,null,2,822.96,273,77.17,4.61,null,null,60.8,62.06,11/25/15-05:53AM,53.55,10,53.6,null,0,13,260
11/25/15,05:21AM,101252.97,null,null,453,null,101251.52,null,283,null,null,null,null,null,853.44,363,72.23,6.91,null,null,60.8,null,11/25/15-05:21AM,51.73,10,51.8,null,null,null,230
11/25/15,04:53AM,101252.97,null,null,null,101230,101251.52,null,392,null,null,null,null,null,null,1502,72.23,4.61,null,null,60.8,null,11/25/15-04:53AM,51.73,10,51.8,null,null,null,250
11/25/15,03:53AM,101252.97,null,null,null,101250,101251.52,null,352,null,null,null,null,null,4572,1503,72.23,4.61,null,null,60.8,null,11/25/15-03:53AM,51.73,10,51.8,null,null,null,260
11/25/15,02:59AM,101219.11,null,null,null,null,101217.67,null,313,null,null,null,null,null,944.88,null,67.57,8.05,null,null,60.8,null,11/25/15-02:59AM,49.93,10,50,null,null,null,260
11/25/15,02:53AM,101219.11,null,null,null,101210,101217.67,null,293,null,null,null,null,5001,883.92,null,67.57,5.75,null,null,60.8,null,11/25/15-02:53AM,49.93,10,50,null,null,null,240
